# PROCESSED SYNTHETIC DATASET -- ALS background subtracted, Savitzky-Golay smoothed
# DEMONSTRATION DATASET. Synthetically generated for portfolio purposes. These values were not measured on any instrument and do not describe a real sample.
two_theta_deg,intensity_raw_counts,background_counts,intensity_bg_subtracted_counts,intensity_smoothed_counts
61.34,158.0,130.4,27.6,33.65
61.36,174.0,130.39,43.61,33.14
61.38,160.0,130.37,29.63,33.66
61.4,147.0,130.35,16.65,33.42
61.42,152.0,130.33,21.67,34.99
61.44,186.0,130.31,55.69,35.2
61.46,168.0,130.3,37.7,35.05
61.48,170.0,130.28,39.72,35.59
61.5,162.0,130.26,31.74,33.78
61.52,159.0,130.24,28.76,35.82
61.54,171.0,130.22,40.78,37.05
61.56,159.0,130.2,28.8,36.86
61.58,167.0,130.19,36.81,36.46
61.6,182.0,130.17,51.83,34.57
61.62,169.0,130.15,38.85,36.0
61.64,179.0,130.13,48.87,36.31
61.66,148.0,130.11,17.89,35.84
61.68,167.0,130.1,36.9,34.69
61.7,168.0,130.08,37.92,37.17
61.72,158.0,130.06,27.94,37.5
61.74,175.0,130.04,44.96,39.77
61.76,155.0,130.02,24.98,41.63
61.78,166.0,130.0,36.0,43.23
61.8,178.0,129.98,48.02,45.39
61.82,171.0,129.97,41.03,46.38
61.84,206.0,129.95,76.05,48.56
61.86,176.0,129.93,46.07,51.85
61.88,185.0,129.91,55.09,53.53
61.9,185.0,129.89,55.11,58.45
61.92,202.0,129.87,72.13,59.74
61.94,183.0,129.85,53.15,62.4
61.96,212.0,129.84,82.16,66.72
61.98,191.0,129.82,61.18,68.92
62.0,193.0,129.8,63.2,72.71
62.02,195.0,129.78,65.22,74.46
62.04,201.0,129.76,71.24,76.06
62.06,214.0,129.74,84.26,77.54
62.08,207.0,129.72,77.28,79.24
62.1,211.0,129.7,81.3,82.79
62.12,237.0,129.69,107.31,84.82
62.14,202.0,129.67,72.33,85.89
62.16,233.0,129.65,103.35,88.87
62.18,233.0,129.63,103.37,92.11
62.2,207.0,129.61,77.39,94.06
62.22,228.0,129.59,98.41,95.91
62.24,216.0,129.57,86.43,98.39
62.26,224.0,129.55,94.45,99.83
62.28,231.0,129.53,101.47,104.0
62.3,245.0,129.51,115.49,108.24
62.32,234.0,129.49,104.51,110.86
62.34,241.0,129.47,111.53,111.56
62.36,239.0,129.45,109.55,111.91
62.38,266.0,129.43,136.57,115.59
62.4,235.0,129.42,105.58,118.7
62.42,246.0,129.4,116.6,121.35
62.44,247.0,129.38,117.62,124.76
62.46,284.0,129.36,154.64,125.4
62.48,261.0,129.34,131.66,129.11
62.5,282.0,129.32,152.68,130.69
62.52,234.0,129.3,104.7,132.34
62.54,222.0,129.28,92.72,133.37
62.56,251.0,129.26,121.74,132.54
62.58,276.0,129.24,146.76,131.48
62.6,291.0,129.22,161.78,131.23
62.62,270.0,129.2,140.8,130.38
62.64,239.0,129.18,109.82,130.27
62.66,270.0,129.16,140.84,128.02
62.68,259.0,129.14,129.86,126.46
62.7,275.0,129.12,145.88,122.08
62.72,234.0,129.1,104.9,120.94
62.74,240.0,129.08,110.92,118.6
62.76,227.0,129.06,97.94,117.18
62.78,224.0,129.04,94.96,113.73
62.8,259.0,129.02,129.98,109.09
62.82,247.0,129.0,118.0,103.8
62.84,229.0,128.98,100.02,101.26
62.86,221.0,128.96,92.04,97.89
62.88,225.0,128.93,96.07,94.74
62.9,218.0,128.91,89.09,89.88
62.92,198.0,128.89,69.11,87.57
62.94,232.0,128.87,103.13,83.26
62.96,214.0,128.85,85.15,80.77
62.98,209.0,128.83,80.17,76.8
63.0,215.0,128.81,86.19,74.66
63.02,194.0,128.79,65.21,71.59
63.04,177.0,128.77,48.23,66.27
63.06,198.0,128.75,69.25,64.36
63.08,170.0,128.73,41.27,62.74
63.1,203.0,128.71,74.29,61.59
63.12,188.0,128.69,59.31,59.05
63.14,183.0,128.66,54.34,55.98
63.16,168.0,128.64,39.36,52.51
63.18,195.0,128.62,66.38,49.06
63.2,195.0,128.6,66.4,49.04
63.22,188.0,128.58,59.42,47.04
63.24,162.0,128.56,33.44,46.33
63.26,157.0,128.54,28.46,46.04
63.28,188.0,128.52,59.48,45.29
63.3,175.0,128.49,46.51,45.28
63.32,170.0,128.47,41.53,45.22
63.34,147.0,128.45,18.55,43.04
63.36,160.0,128.43,31.57,43.56
63.38,178.0,128.41,49.59,44.52
63.4,190.0,128.39,61.61,44.62
63.42,177.0,128.37,48.63,43.93
63.44,160.0,128.34,31.66,43.71
63.46,187.0,128.32,58.68,43.74
63.48,172.0,128.3,43.7,44.55
63.5,183.0,128.28,54.72,43.17
63.52,181.0,128.26,52.74,41.13
63.54,150.0,128.24,21.76,40.94
63.56,169.0,128.21,40.79,41.09
63.58,178.0,128.19,49.81,40.01
63.6,170.0,128.17,41.83,38.23
63.62,150.0,128.15,21.85,35.91
63.64,156.0,128.13,27.87,34.04
63.66,147.0,128.1,18.9,32.05
63.68,164.0,128.08,35.92,31.55
63.7,168.0,128.06,39.94,30.61
63.72,154.0,128.04,25.96,31.2
63.74,163.0,128.02,34.98,30.24
63.76,164.0,127.99,36.01,30.27
63.78,165.0,127.97,37.03,30.22
63.8,148.0,127.95,20.05,28.53
63.82,161.0,127.93,33.07,26.94
63.84,141.0,127.9,13.1,27.84
63.86,150.0,127.88,22.12,26.88
63.88,158.0,127.86,30.14,25.31
63.9,182.0,127.84,54.16,23.66
63.92,154.0,127.81,26.19,22.39
63.94,140.0,127.79,12.21,23.12
63.96,137.0,127.77,9.23,22.58
63.98,148.0,127.75,20.25,23.61
64.0,145.0,127.72,17.28,24.99
64.02,150.0,127.7,22.3,24.29
64.04,146.0,127.68,18.32,25.21
64.06,164.0,127.66,36.34,26.39
64.08,137.0,127.63,9.37,27.22
64.1,166.0,127.61,38.39,26.99
64.12,162.0,127.59,34.41,26.38
64.14,174.0,127.57,46.43,26.33
64.16,162.0,127.54,34.46,30.32
64.18,145.0,127.52,17.48,30.8
64.2,176.0,127.5,48.5,30.61
64.22,139.0,127.47,11.53,29.71
64.24,137.0,127.45,9.55,29.83
64.26,177.0,127.43,49.57,29.46
64.28,161.0,127.41,33.59,28.94
64.3,139.0,127.38,11.62,27.54
64.32,155.0,127.36,27.64,27.84
64.34,151.0,127.34,23.66,26.26
64.36,164.0,127.31,36.69,25.77
64.38,167.0,127.29,39.71,23.98
64.4,127.0,127.27,-0.27,24.62
64.42,159.0,127.24,31.76,25.76
64.44,155.0,127.22,27.78,24.54
64.46,159.0,127.2,31.8,26.08
64.48,148.0,127.17,20.83,25.61
64.5,147.0,127.15,19.85,22.92
64.52,149.0,127.13,21.87,23.19
64.54,156.0,127.11,28.89,23.09
64.56,144.0,127.08,16.92,22.5
64.58,142.0,127.06,14.94,22.53
64.6,148.0,127.04,20.96,23.09
64.62,172.0,127.01,44.99,23.83
64.64,153.0,126.99,26.01,23.47
64.66,135.0,126.97,8.03,21.0
64.68,154.0,126.94,27.06,21.69
64.7,141.0,126.92,14.08,22.61
64.72,134.0,126.9,7.1,22.44
64.74,162.0,126.87,35.13,21.48
64.76,159.0,126.85,32.15,21.72
64.78,159.0,126.83,32.17,22.29
64.8,145.0,126.8,18.2,23.3
64.82,147.0,126.78,20.22,21.94
64.84,130.0,126.75,3.25,20.78
64.86,136.0,126.73,9.27,19.77
64.88,164.0,126.71,37.29,21.72
64.9,164.0,126.68,37.32,21.08
64.92,142.0,126.66,15.34,20.66
64.94,132.0,126.64,5.36,20.29
64.96,155.0,126.61,28.39,19.75
64.98,163.0,126.59,36.41,18.28
65.0,143.0,126.57,16.43,20.01
65.02,135.0,126.54,8.46,21.45
65.04,130.0,126.52,3.48,21.29
65.06,156.0,126.5,29.5,22.13
65.08,151.0,126.47,24.53,22.73
65.1,155.0,126.45,28.55,21.07
65.12,133.0,126.42,6.58,20.08
65.14,163.0,126.4,36.6,21.44
65.16,142.0,126.38,15.62,23.15
65.18,160.0,126.35,33.65,23.36
65.2,153.0,126.33,26.67,23.04
65.22,160.0,126.31,33.69,23.63
65.24,134.0,126.28,7.72,25.25
65.26,135.0,126.26,8.74,24.55
65.28,167.0,126.24,40.76,24.01
65.3,141.0,126.21,14.79,22.12
65.32,144.0,126.19,17.81,22.01
65.34,163.0,126.16,36.84,21.55
65.36,156.0,126.14,29.86,21.67
65.38,146.0,126.12,19.88,22.19
65.4,145.0,126.09,18.91,23.67
65.42,149.0,126.07,22.93,22.83
65.44,142.0,126.05,15.95,23.46
65.46,146.0,126.02,19.98,24.97
65.48,139.0,126.0,13.0,27.02
65.5,160.0,125.97,34.03,26.46
65.52,148.0,125.95,22.05,25.7
65.54,161.0,125.93,35.07,27.64
65.56,159.0,125.9,33.1,27.88
65.58,166.0,125.88,40.12,27.24
65.6,168.0,125.86,42.14,28.63
65.62,137.0,125.83,11.17,29.67
65.64,146.0,125.81,20.19,29.93
65.66,166.0,125.79,40.21,30.32
65.68,165.0,125.76,39.24,30.57
65.7,147.0,125.74,21.26,31.82
65.72,145.0,125.71,19.29,33.43
65.74,161.0,125.69,35.31,32.43
65.76,162.0,125.67,36.33,31.43
65.78,150.0,125.64,24.36,30.16
65.8,152.0,125.62,26.38,31.2
65.82,168.0,125.6,42.4,31.63
65.84,157.0,125.57,31.43,31.63
65.86,160.0,125.55,34.45,32.87
65.88,165.0,125.52,39.48,31.28
65.9,162.0,125.5,36.5,30.83
65.92,169.0,125.48,43.52,29.84
65.94,141.0,125.45,15.55,29.48
65.96,125.0,125.43,-0.43,27.08
65.98,149.0,125.41,23.59,25.38
66.0,169.0,125.38,43.62,23.43
66.02,165.0,125.36,39.64,22.91
66.04,137.0,125.34,11.66,21.48
66.06,140.0,125.31,14.69,21.63
66.08,154.0,125.29,28.71,21.48
66.1,137.0,125.27,11.73,21.66
66.12,148.0,125.24,22.76,22.37
66.14,127.0,125.22,1.78,21.56
66.16,152.0,125.2,26.8,22.7
66.18,144.0,125.17,18.83,24.91
66.2,162.0,125.15,36.85,25.73
66.22,147.0,125.13,21.87,25.93
66.24,170.0,125.1,44.9,25.76
66.26,155.0,125.08,29.92,27.48
66.28,162.0,125.06,36.94,29.79
66.3,136.0,125.03,10.97,28.06
66.32,158.0,125.01,32.99,26.61
66.34,146.0,124.99,21.01,27.13
66.36,140.0,124.96,15.04,26.68
66.38,178.0,124.94,53.06,26.41
66.4,154.0,124.92,29.08,25.29
66.42,150.0,124.89,25.11,24.73
66.44,146.0,124.87,21.13,23.29
66.46,129.0,124.85,4.15,22.59
66.48,149.0,124.82,24.18,21.78
66.5,139.0,124.8,14.2,22.76
66.52,126.0,124.78,1.22,22.31
66.54,165.0,124.75,40.25,23.12
66.56,166.0,124.73,41.27,22.68
66.58,150.0,124.71,25.29,23.82
66.6,147.0,124.69,22.31,22.51
66.62,152.0,124.66,27.34,22.22
66.64,138.0,124.64,13.36,24.73
66.66,146.0,124.62,21.38,26.28
66.68,151.0,124.59,26.41,27.86
66.7,160.0,124.57,35.43,28.58
66.72,150.0,124.55,25.45,28.63
66.74,146.0,124.53,21.47,29.55
66.76,161.0,124.5,36.5,29.33
66.78,154.0,124.48,29.52,27.36
66.8,149.0,124.46,24.54,27.81
66.82,142.0,124.44,17.56,26.42
66.84,175.0,124.41,50.59,26.96
66.86,155.0,124.39,30.61,26.64
66.88,151.0,124.37,26.63,26.92
66.9,149.0,124.35,24.65,26.84
66.92,144.0,124.32,19.68,25.96
66.94,153.0,124.3,28.7,24.51
66.96,141.0,124.28,16.72,25.29
66.98,138.0,124.26,13.74,24.61
67.0,140.0,124.24,15.76,22.95
67.02,146.0,124.21,21.79,21.9
67.04,140.0,124.19,15.81,21.98
67.06,182.0,124.17,57.83,20.98
67.08,142.0,124.15,17.85,21.11
67.1,151.0,124.12,26.88,20.26
67.12,145.0,124.1,20.9,22.08
67.14,130.0,124.08,5.92,22.15
67.16,143.0,124.06,18.94,21.93
67.18,157.0,124.04,32.96,22.65
67.2,129.0,124.02,4.98,22.31
67.22,140.0,123.99,16.01,22.2
67.24,151.0,123.97,27.03,22.32
67.26,161.0,123.95,37.05,20.27
67.28,140.0,123.93,16.07,21.32
67.3,154.0,123.91,30.09,19.8
67.32,121.0,123.89,-2.89,21.21
67.34,179.0,123.86,55.14,21.31
67.36,117.0,123.84,-6.84,22.5
67.38,147.0,123.82,23.18,23.22
67.4,153.0,123.8,29.2,22.57
67.42,131.0,123.78,7.22,23.21
67.44,158.0,123.76,34.24,23.98
67.46,145.0,123.74,21.26,23.83
67.48,133.0,123.72,9.28,23.42
67.5,170.0,123.7,46.3,23.12
67.52,122.0,123.67,-1.67,23.53
67.54,156.0,123.65,32.35,23.26
67.56,160.0,123.63,36.37,23.95
67.58,152.0,123.61,28.39,21.55
67.6,144.0,123.59,20.41,23.17
67.62,146.0,123.57,22.43,23.27
67.64,151.0,123.55,27.45,23.67
67.66,138.0,123.53,14.47,24.18
67.68,150.0,123.51,26.49,23.61
67.7,134.0,123.49,10.51,24.23
67.72,141.0,123.47,17.53,24.79
67.74,149.0,123.45,25.55,23.99
67.76,153.0,123.43,29.57,25.75
67.78,146.0,123.41,22.59,23.44
67.8,144.0,123.39,20.61,22.99
67.82,165.0,123.37,41.63,22.77
67.84,162.0,123.35,38.65,22.52
67.86,134.0,123.33,10.67,22.2
67.88,144.0,123.31,20.69,21.46
67.9,149.0,123.29,25.71,22.12
67.92,142.0,123.27,18.73,21.01
67.94,147.0,123.25,23.75,22.23
67.96,134.0,123.23,10.77,21.66
67.98,137.0,123.21,13.79,21.11
68.0,128.0,123.19,4.81,20.15
68.02,146.0,123.17,22.83,19.65
68.04,145.0,123.15,21.85,19.22
68.06,151.0,123.13,27.87,18.84
68.08,150.0,123.11,26.89,19.97
68.1,145.0,123.09,21.91,21.79
68.12,156.0,123.07,32.93,21.58
68.14,140.0,123.05,16.95,21.9
68.16,157.0,123.03,33.97,22.85
68.18,129.0,123.01,5.99,21.94
68.2,136.0,122.99,13.01,22.28
68.22,136.0,122.97,13.03,21.27
68.24,150.0,122.95,27.05,19.57
68.26,151.0,122.93,28.07,16.99
68.28,146.0,122.91,23.09,16.13
68.3,143.0,122.89,20.11,15.81
68.32,142.0,122.88,19.12,16.7
68.34,133.0,122.86,10.14,17.62
68.36,137.0,122.84,14.16,18.43
68.38,134.0,122.82,11.18,18.55
68.4,125.0,122.8,2.2,18.83
68.42,148.0,122.78,25.22,19.82
68.44,133.0,122.76,10.24,19.64
68.46,140.0,122.74,17.26,19.51
68.48,154.0,122.72,31.28,19.17
68.5,162.0,122.7,39.3,19.38
68.52,155.0,122.69,32.31,18.45
68.54,149.0,122.67,26.33,18.79
68.56,136.0,122.65,13.35,19.61
68.58,134.0,122.63,11.37,20.67
68.6,128.0,122.61,5.39,22.07
68.62,153.0,122.59,30.41,22.97
68.64,138.0,122.57,15.43,23.29
68.66,146.0,122.55,23.45,23.02
68.68,138.0,122.54,15.46,23.86
68.7,139.0,122.52,16.48,23.13
68.72,139.0,122.5,16.5,22.88
68.74,144.0,122.48,21.52,23.91
68.76,174.0,122.46,51.54,25.96
68.78,160.0,122.44,37.56,26.49
68.8,155.0,122.42,32.58,25.83
68.82,154.0,122.41,31.59,24.51
68.84,137.0,122.39,14.61,24.12
68.86,144.0,122.37,21.63,22.78
68.88,147.0,122.35,24.65,22.32
68.9,141.0,122.33,18.67,22.12
68.92,140.0,122.31,17.69,22.46
68.94,148.0,122.3,25.7,24.12
68.96,143.0,122.28,20.72,23.87
68.98,133.0,122.26,10.74,23.67
69.0,122.0,122.24,-0.24,22.57
69.02,141.0,122.22,18.78,24.09
69.04,161.0,122.2,38.8,26.37
69.06,166.0,122.19,43.81,28.58
69.08,150.0,122.17,27.83,30.0
69.1,157.0,122.15,34.85,30.03
69.12,172.0,122.13,49.87,29.12
69.14,159.0,122.11,36.89,29.31
69.16,160.0,122.1,37.9,28.76
69.18,125.0,122.08,2.92,28.35
69.2,149.0,122.06,26.94,28.53
69.22,143.0,122.04,20.96,27.63
69.24,161.0,122.02,38.98,26.58
69.26,155.0,122.01,32.99,24.91
69.28,134.0,121.99,12.01,21.07
69.3,127.0,121.97,5.03,21.57
69.32,136.0,121.95,14.05,22.23
69.34,138.0,121.93,16.07,21.56
69.36,159.0,121.92,37.08,22.4
69.38,146.0,121.9,24.1,23.62
69.4,152.0,121.88,30.12,24.39
69.42,147.0,121.86,25.14,26.95
69.44,143.0,121.85,21.15,25.75
69.46,156.0,121.83,34.17,26.78
69.48,146.0,121.81,24.19,26.91
69.5,134.0,121.79,12.21,28.43
69.52,186.0,121.77,64.23,29.22
69.54,140.0,121.76,18.24,29.06
69.56,145.0,121.74,23.26,27.38
69.58,155.0,121.72,33.28,27.21
69.6,138.0,121.7,16.3,26.36
69.62,152.0,121.69,30.31,25.71
69.64,156.0,121.67,34.33,24.68
69.66,131.0,121.65,9.35,24.68
69.68,155.0,121.63,33.37,25.18
69.7,138.0,121.62,16.38,24.23
69.72,144.0,121.6,22.4,23.29
69.74,139.0,121.58,17.42,22.66
69.76,149.0,121.56,27.44,21.19
69.78,143.0,121.55,21.45,22.46
69.8,156.0,121.53,34.47,21.79
69.82,133.0,121.51,11.49,21.71
69.84,137.0,121.49,15.51,21.86
69.86,155.0,121.48,33.52,22.07
69.88,153.0,121.46,31.54,22.57
69.9,143.0,121.44,21.56,23.06
69.92,126.0,121.42,4.58,22.21
69.94,140.0,121.41,18.59,23.7
69.96,155.0,121.39,33.61,23.37
69.98,143.0,121.37,21.63,23.77
70.0,141.0,121.35,19.65,25.51
70.02,154.0,121.34,32.66,26.33
70.04,150.0,121.32,28.68,26.05
70.06,145.0,121.3,23.7,27.36
70.08,155.0,121.28,33.72,26.76
70.1,138.0,121.27,16.73,25.11
70.12,146.0,121.25,24.75,24.97
70.14,156.0,121.23,34.77,26.97
70.16,157.0,121.22,35.78,26.3
70.18,143.0,121.2,21.8,25.39
70.2,158.0,121.18,36.82,25.99
70.22,154.0,121.16,32.84,27.11
70.24,121.0,121.15,-0.15,27.06
70.26,139.0,121.13,17.87,28.09
70.28,151.0,121.11,29.89,28.47
70.3,139.0,121.1,17.9,28.76
70.32,146.0,121.08,24.92,28.89
70.34,167.0,121.06,45.94,30.1
70.36,168.0,121.04,46.96,28.92
70.38,135.0,121.03,13.97,30.44
70.4,172.0,121.01,50.99,30.55
70.42,161.0,120.99,40.01,32.2
70.44,145.0,120.97,24.03,32.25
70.46,150.0,120.96,29.04,34.36
70.48,159.0,120.94,38.06,36.04
70.5,135.0,120.92,14.08,34.78
70.52,156.0,120.91,35.09,33.87
70.54,157.0,120.89,36.11,33.13
70.56,156.0,120.87,35.13,32.63
70.58,149.0,120.86,28.14,31.66
70.6,174.0,120.84,53.16,30.79
70.62,135.0,120.82,14.18,31.92
70.64,168.0,120.8,47.2,30.05
70.66,148.0,120.79,27.21,31.56
70.68,161.0,120.77,40.23,32.81
70.7,141.0,120.75,20.25,31.91
70.72,142.0,120.74,21.26,31.82
70.74,150.0,120.72,29.28,32.59
70.76,153.0,120.7,32.3,31.4
70.78,161.0,120.68,40.32,30.6
70.8,141.0,120.67,20.33,31.69
70.82,148.0,120.65,27.35,30.67
70.84,171.0,120.63,50.37,30.38
70.86,147.0,120.62,26.38,31.83
70.88,164.0,120.6,43.4,30.14
70.9,146.0,120.58,25.42,31.16
70.92,141.0,120.57,20.43,30.86
70.94,160.0,120.55,39.45,31.39
70.96,151.0,120.53,30.47,29.74
70.98,145.0,120.51,24.49,29.64
71.0,149.0,120.5,28.5,31.2
71.02,162.0,120.48,41.52,31.43
71.04,131.0,120.46,10.54,33.33
71.06,165.0,120.45,44.55,32.23
71.08,148.0,120.43,27.57,32.15
71.1,146.0,120.41,25.59,33.29
71.12,161.0,120.4,40.6,32.84
71.14,151.0,120.38,30.62,34.86
71.16,156.0,120.36,35.64,35.85
71.18,159.0,120.35,38.65,35.4
71.2,182.0,120.33,61.67,36.04
71.22,160.0,120.31,39.69,35.19
71.24,135.0,120.29,14.71,34.22
71.26,156.0,120.28,35.72,33.6
71.28,135.0,120.26,14.74,32.51
71.3,162.0,120.24,41.76,30.65
71.32,150.0,120.23,29.77,28.04
71.34,155.0,120.21,34.79,27.12
71.36,162.0,120.19,41.81,25.43
71.38,138.0,120.18,17.82,24.32
71.4,131.0,120.16,10.84,23.89
71.42,140.0,120.14,19.86,24.59
71.44,135.0,120.13,14.87,24.27
71.46,149.0,120.11,28.89,25.58
71.48,142.0,120.09,21.91,26.66
71.5,134.0,120.07,13.93,26.26
71.52,155.0,120.06,34.94,27.19
71.54,133.0,120.04,12.96,25.37
71.56,182.0,120.02,61.98,26.49
71.58,145.0,120.01,24.99,28.32
71.6,154.0,119.99,34.01,30.36
71.62,164.0,119.97,44.03,32.07
71.64,147.0,119.96,27.04,31.13
71.66,130.0,119.94,10.06,31.12
71.68,149.0,119.92,29.08,31.02
71.7,155.0,119.91,35.09,29.9
71.72,147.0,119.89,27.11,29.19
71.74,146.0,119.87,26.13,29.19
71.76,143.0,119.86,23.14,26.78
71.78,170.0,119.84,50.16,25.89
71.8,154.0,119.82,34.18,23.44
71.82,131.0,119.81,11.19,25.16
71.84,127.0,119.79,7.21,24.06
71.86,139.0,119.77,19.23,23.57
71.88,162.0,119.76,42.24,23.81
71.9,136.0,119.74,16.26,24.15
71.92,138.0,119.72,18.28,22.71
71.94,144.0,119.71,24.29,23.17
71.96,149.0,119.69,29.31,22.42
71.98,126.0,119.67,6.33,21.31
72.0,151.0,119.66,31.34,21.57
72.02,147.0,119.64,27.36,22.2
72.04,150.0,119.62,30.38,24.65
72.06,132.0,119.61,12.39,25.54
72.08,146.0,119.59,26.41,24.89
72.1,147.0,119.57,27.43,25.52
72.12,152.0,119.56,32.44,25.8
72.14,138.0,119.54,18.46,27.95
72.16,147.0,119.52,27.48,27.58
72.18,130.0,119.51,10.49,27.79
72.2,159.0,119.49,39.51,27.07
72.22,167.0,119.47,47.53,28.4
72.24,149.0,119.46,29.54,28.02
72.26,139.0,119.44,19.56,27.84
72.28,138.0,119.42,18.58,28.18
72.3,156.0,119.41,36.59,29.13
72.32,164.0,119.39,44.61,28.29
72.34,134.0,119.37,14.63,28.18
72.36,144.0,119.36,24.64,28.82
72.38,136.0,119.34,16.66,27.78
72.4,153.0,119.32,33.68,27.82
72.42,143.0,119.31,23.69,28.67
72.44,166.0,119.29,46.71,28.05
72.46,140.0,119.27,20.73,29.31
72.48,139.0,119.26,19.74,29.63
72.5,158.0,119.24,38.76,30.09
72.52,149.0,119.22,29.78,29.53
72.54,142.0,119.21,22.79,27.95
72.56,151.0,119.19,31.81,28.04
72.58,151.0,119.17,31.83,27.89
72.6,138.0,119.16,18.84,28.41
72.62,175.0,119.14,55.86,28.41
72.64,147.0,119.12,27.88,27.94
72.66,138.0,119.11,18.89,27.82
72.68,137.0,119.09,17.91,26.35
72.7,127.0,119.08,7.92,27.1
72.72,154.0,119.06,34.94,25.72
72.74,138.0,119.04,18.96,23.52
72.76,141.0,119.03,21.97,23.48
72.78,154.0,119.01,34.99,22.55
72.8,146.0,118.99,27.01,22.19
72.82,167.0,118.98,48.02,21.19
72.84,127.0,118.96,8.04,22.88
72.86,137.0,118.94,18.06,22.27
72.88,129.0,118.93,10.07,23.32
72.9,134.0,118.91,15.09,24.86
72.92,145.0,118.9,26.1,24.18
72.94,133.0,118.88,14.12,23.86
72.96,143.0,118.86,24.14,21.82
72.98,156.0,118.85,37.15,21.34
73.0,143.0,118.83,24.17,21.27
73.02,154.0,118.81,35.19,21.64
73.04,139.0,118.8,20.2,23.9
73.06,162.0,118.78,43.22,25.4
73.08,114.0,118.77,-4.77,28.69
73.1,138.0,118.75,19.25,28.24
73.12,154.0,118.73,35.27,28.88
73.14,124.0,118.72,5.28,28.76
73.16,150.0,118.7,31.3,28.95
73.18,143.0,118.69,24.31,29.06
73.2,161.0,118.67,42.33,25.82
73.22,170.0,118.65,51.35,24.45
73.24,155.0,118.64,36.36,26.32
73.26,152.0,118.62,33.38,27.3
73.28,134.0,118.61,15.39,27.54
73.3,137.0,118.59,18.41,26.25
73.32,129.0,118.57,10.43,26.61
73.34,151.0,118.56,32.44,24.53
73.36,139.0,118.54,20.46,22.93
73.38,137.0,118.53,18.47,24.23
73.4,127.0,118.51,8.49,23.18
73.42,132.0,118.49,13.51,23.03
73.44,178.0,118.48,59.52,22.3
73.46,165.0,118.46,46.54,24.55
73.48,126.0,118.45,7.55,25.91
73.5,121.0,118.43,2.57,26.61
73.52,141.0,118.41,22.59,29.17
73.54,154.0,118.4,35.6,30.33
73.56,157.0,118.38,38.62,32.71
73.58,158.0,118.37,39.63,32.9
73.6,170.0,118.35,51.65,34.44
73.62,142.0,118.34,23.66,35.75
73.64,147.0,118.32,28.68,36.76
73.66,156.0,118.3,37.7,36.08
73.68,163.0,118.29,44.71,35.75
73.7,134.0,118.27,15.73,37.54
73.72,166.0,118.26,47.74,39.4
73.74,178.0,118.24,59.76,38.89
73.76,154.0,118.22,35.78,38.37
73.78,161.0,118.21,42.79,38.11
73.8,139.0,118.19,20.81,40.3
73.82,161.0,118.18,42.82,39.61
73.84,161.0,118.16,42.84,40.88
73.86,153.0,118.15,34.85,42.69
73.88,151.0,118.13,32.87,42.62
73.9,163.0,118.11,44.89,40.98
73.92,155.0,118.1,36.9,40.44
73.94,170.0,118.08,51.92,40.38
73.96,169.0,118.07,50.93,39.99
73.98,172.0,118.05,53.95,40.39
74.0,158.0,118.04,39.96,41.66
74.02,165.0,118.02,46.98,42.32
74.04,129.0,118.01,10.99,42.21
74.06,177.0,117.99,59.01,41.59
74.08,147.0,117.97,29.03,41.62
74.1,149.0,117.96,31.04,41.69
74.12,148.0,117.94,30.06,42.54
74.14,176.0,117.93,58.07,42.03
74.16,170.0,117.91,52.09,42.03
74.18,175.0,117.9,57.1,42.25
74.2,148.0,117.88,30.12,43.81
74.22,161.0,117.86,43.14,43.56
74.24,165.0,117.85,47.15,45.06
74.26,154.0,117.83,36.17,47.01
74.28,175.0,117.82,57.18,47.97
74.3,161.0,117.8,43.2,48.37
74.32,170.0,117.79,52.21,50.45
74.34,174.0,117.77,56.23,50.17
74.36,152.0,117.76,34.24,48.87
74.38,168.0,117.74,50.26,47.87
74.4,173.0,117.72,55.28,47.27
74.42,162.0,117.71,44.29,47.37
74.44,153.0,117.69,35.31,47.0
74.46,188.0,117.68,70.32,45.13
74.48,172.0,117.66,54.34,43.93
74.5,151.0,117.65,33.35,42.97
74.52,174.0,117.63,56.37,40.48
74.54,138.0,117.62,20.38,38.88
74.56,146.0,117.6,28.4,37.09
74.58,149.0,117.59,31.41,36.48
74.6,159.0,117.57,41.43,35.23
74.62,143.0,117.55,25.45,34.18
74.64,160.0,117.54,42.46,33.86
74.66,143.0,117.52,25.48,34.19
74.68,156.0,117.51,38.49,33.12
74.7,152.0,117.49,34.51,32.84
74.72,148.0,117.48,30.52,34.53
74.74,144.0,117.46,26.54,35.68
74.76,155.0,117.45,37.55,35.58
74.78,164.0,117.43,46.57,36.89
74.8,158.0,117.42,40.58,35.98
74.82,149.0,117.4,31.6,36.14
74.84,170.0,117.39,52.61,36.28
74.86,148.0,117.37,30.63,36.01
74.88,150.0,117.35,32.65,36.82
74.9,147.0,117.34,29.66,37.4
74.92,164.0,117.32,46.68,36.79
74.94,142.0,117.31,24.69,34.07
74.96,147.0,117.29,29.71,31.94
74.98,148.0,117.28,30.72,30.88
75.0,150.0,117.26,32.74,29.64
75.02,154.0,117.25,36.75,28.76
75.04,158.0,117.23,40.77,28.99
75.06,144.0,117.22,26.78,29.57
75.08,142.0,117.2,24.8,29.82
75.1,159.0,117.19,41.81,31.06
75.12,120.0,117.17,2.83,30.38
75.14,131.0,117.16,13.84,32.07
75.16,126.0,117.14,8.86,32.57
